CAR_SELL_NO,CAR_ID,CAR_SELL_EA,CAR_SELL_PRICE,CAR_SELL_DATE
1411,X592842496,30,1124010,2024-08-20
1412,C809725832,17,1498040,2024-09-15
1413,I742402077,6,467838,2024-02-05
1414,X460676864,19,934781,2024-08-29
1415,C214564354,5,146150,2024-03-07
1416,A468883603,27,1381995,2024-11-08
1417,C270043103,25,2262425,2024-07-11
1418,R176415300,8,627936,2024-02-28
1419,X333735463,15,1009260,2024-05-07
1420,W215461434,18,1596978,2024-10-19
1421,W252106239,5,394295,2024-10-16
1422,B482485011,4,36552,2024-03-28
1423,F335789993,16,753840,2024-05-16
1424,K357603959,9,27153,2024-09-12
1425,H931881461,18,1442250,2024-04-25
1426,W851494912,6,301920,2024-09-02
1427,C501309417,4,129508,2024-06-16
1428,D064426196,30,1883400,2024-10-29
1429,Z117933754,29,466581,2024-11-11
1430,N909404119,6,281724,2024-05-30
1431,M354903096,15,151710,2024-12-29
1432,L479407622,14,338548,2024-06-04
1433,H411605976,3,230466,2024-04-06
1434,Q150056441,18,1110726,2024-04-22
1435,Q270674021,10,523910,2024-10-16
1436,W016325087,5,211885,2024-12-07
1437,I519074181,24,1309536,2024-07-15
1438,T395317199,29,228607,2024-09-02
1439,S993709882,14,757554,2024-04-21
1440,L479407622,13,314366,2024-12-23
1441,P044144927,14,93506,2024-12-04
1442,U987757248,6,459990,2024-01-11
1443,L132949567,17,808197,2024-05-21
1444,W280805842,29,1154577,2024-06-12
1445,S337412274,21,621243,2024-02-24
1446,N883254755,8,762064,2024-10-06
1447,O109792584,11,955020,2024-06-30
1448,M425445185,26,1291186,2024-03-16
1449,W483516717,3,185781,2024-01-10
1450,D104907146,21,349881,2024-12-13
1451,N335389271,15,1391325,2024-10-17
1452,U439819936,14,670628,2024-10-09
1453,P224250726,13,1130935,2024-12-08
1454,W239757852,16,792784,2024-07-30
1455,K964087101,20,1853160,2024-12-29
1456,Y579409230,15,1323825,2024-05-24
1457,N045002927,20,1721900,2024-09-03
1458,U496952703,4,111912,2024-11-13
1459,C214564354,5,146150,2024-06-22
1460,E660005754,11,203412,2024-12-26
1461,J717523165,19,1272088,2024-05-17
1462,E650661266,3,52719,2024-06-08
1463,H866453209,18,944982,2024-09-08
1464,Q892763697,10,181690,2024-04-04
1465,I476126759,25,2139175,2024-08-13
1466,X007877659,22,228646,2024-10-15
1467,W890859975,17,938910,2024-03-28
1468,D035741442,15,1359375,2024-12-29
1469,L452429983,28,921368,2024-05-19
1470,M765241315,29,1243868,2024-08-09
1471,N037783278,17,1481261,2024-02-24
1472,U411238876,14,288974,2024-05-26
1473,F032211073,9,217152,2024-09-02
1474,W966855150,23,1342257,2024-05-18
1475,O934751683,23,960457,2024-03-09
1476,G163009033,28,2078720,2024-07-22
1477,R344978972,22,2038608,2024-09-10
1478,N368048154,10,457160,2024-02-08
1479,N037783278,1,87133,2024-01-01
1480,M811372016,9,15255,2024-11-20
1481,I287499056,13,1116115,2024-08-06
1482,M349682280,18,1616238,2024-04-18
1483,J018264501,17,595714,2024-11-23
1484,F277009561,17,1394153,2024-08-01
1485,N903170547,12,711552,2024-10-17
1486,Z900456153,17,975783,2024-01-13
1487,G768792448,18,249120,2024-04-14
1488,V617712197,19,1135288,2024-06-25
1489,X281799635,1,35745,2024-12-13
1490,T256482670,11,447337,2024-01-21
1491,U388651110,22,1491886,2024-04-18
1492,C214564354,3,87690,2024-11-08
1493,U255290453,19,596695,2024-09-21
1494,Q872715442,6,222888,2024-10-23
1495,O517540077,23,625071,2024-12-23
1496,B059047199,24,1644768,2024-08-21
1497,K727769927,19,246544,2024-02-17
1498,Q794367626,28,1521968,2024-06-04
1499,U427773141,26,914966,2024-06-11
1500,D348188468,18,286110,2024-05-23
1501,P426838004,29,254301,2024-02-10
1502,J522521405,19,1553668,2024-10-11
1503,D591026975,16,995648,2024-10-14
1504,O646710947,6,187536,2024-12-13
1505,H669884465,14,438312,2024-08-23
1506,K967283819,9,187056,2024-11-30
1507,X111172529,10,336290,2024-10-16
1508,G836049523,6,362238,2024-02-05
1509,L841689506,6,84282,2024-05-17
1510,W481618149,22,461736,2024-05-16
1511,A504508671,24,1442664,2024-04-14
1512,W706567633,9,172035,2024-04-28
1513,O517540077,18,489186,2024-10-04
1514,J060439630,2,9302,2024-12-23
1515,C270043103,11,995467,2024-03-14
1516,E018566127,24,1275000,2024-03-01
1517,V873161162,19,579367,2024-03-18
1518,P846901913,9,716904,2024-01-29
1519,V345497468,21,1683213,2024-04-04
1520,D501648798,30,1590840,2024-12-09
1521,G628269505,10,429840,2024-10-10
1522,C647998314,12,1007220,2024-10-22
1523,M425445185,15,744915,2024-01-24
1524,G016433991,3,48945,2024-05-06
1525,L527089852,22,1671626,2024-11-25
1526,H866453209,21,1102479,2024-07-19
1527,W280805842,18,716634,2024-04-27
1528,P222000440,16,363120,2024-04-11
1529,L251746539,16,1223376,2024-07-13
1530,H867691070,13,381238,2024-11-03
1531,J877656098,5,446895,2024-07-14
1532,W038984427,28,2404332,2024-10-19
1533,Q172783216,14,390950,2024-02-03
1534,W483516717,7,433489,2024-10-11
1535,V109431887,2,52390,2024-04-25
1536,S668098910,12,221400,2024-10-02
1537,R145944006,3,4707,2024-05-19
1538,A327295656,14,1354374,2024-03-29
1539,X183085995,19,21451,2024-08-16
1540,K038228761,12,762984,2024-05-10
1541,P993704205,13,319891,2024-11-23
1542,G399765948,19,1775664,2024-09-30
1543,W239757852,14,693686,2024-01-10
1544,D035741442,14,1268750,2024-01-19
1545,A838680227,30,1256280,2024-06-22
1546,V178697294,5,90165,2024-07-03
1547,P641482926,5,268855,2024-01-19
1548,R776416412,4,336672,2024-11-07
1549,D591026975,12,746736,2024-01-04
1550,U811815132,25,810125,2024-05-20
1551,A940722549,3,228864,2024-04-10
1552,R344978972,13,1204632,2024-01-27
1553,O582777586,15,329910,2024-05-19
1554,R851582856,25,679325,2024-03-09
1555,D747181561,17,1460878,2024-01-16
1556,O706717498,26,429468,2024-04-18
1557,A844092346,7,70882,2024-05-09
1558,H905617007,8,612896,2024-12-12
1559,T941263140,29,1023207,2024-08-14
1560,D787383227,17,1008406,2024-10-23
1561,D035741442,2,181250,2024-08-03
1562,Q892763697,11,199859,2024-09-28
1563,S041543497,19,1716080,2024-10-14
1564,R324526142,18,959922,2024-02-07
1565,T338673690,8,23064,2024-06-14
1566,O213847266,29,1147066,2024-07-26
1567,Q864662250,10,920630,2024-01-26
1568,E033775266,26,2275364,2024-07-20
1569,C380984978,2,78874,2024-12-23
1570,G364907167,2,47970,2024-07-27
1571,E650661266,4,70292,2024-12-11
1572,N655665247,21,1308174,2024-04-04
1573,X723659441,7,632611,2024-11-06
1574,N948004508,12,983340,2024-08-09
1575,K302758235,12,1100304,2024-11-08
1576,H557805714,29,2138866,2024-07-14
1577,M059209480,15,1085595,2024-11-02
1578,H625764902,13,1252043,2024-02-09
1579,J877656098,12,1072548,2024-07-15
1580,F032211073,15,361920,2024-05-29
1581,T629832223,19,878237,2024-09-14
1582,B855115307,27,666063,2024-09-12
1583,S729006635,20,1458720,2024-08-25
1584,C498228694,29,721752,2024-02-29
1585,V873161162,22,670846,2024-10-06
1586,B198396987,30,1107810,2024-08-01
1587,A645377572,1,48949,2024-09-17
1588,R243342353,20,38680,2024-12-20
1589,S426674954,27,770607,2024-01-18
1590,S466601896,30,1361190,2024-01-30
1591,I858092019,16,1127632,2024-11-20
1592,B340451218,23,274965,2024-04-27
1593,T832737926,27,2286738,2024-01-06
1594,S802255447,2,50038,2024-02-28
1595,W648466726,26,2423122,2024-02-02
1596,Z190319137,9,815184,2024-12-16
1597,B254892285,27,2028294,2024-01-11
1598,H874491629,18,1257840,2024-01-05
1599,P335043999,25,947975,2024-05-03
1600,J018264501,23,805966,2024-04-28
1601,O684748006,29,1184244,2024-04-24
1602,D243680166,22,1871980,2024-01-28
1603,D747181561,16,1374944,2024-02-13
1604,S082335241,9,691992,2024-04-18
1605,C214564354,19,555370,2024-03-27
1606,C894196951,7,697697,2024-11-09
1607,D024709893,14,1296330,2024-03-08
1608,M943487957,9,873153,2024-10-13
1609,K410090627,24,552120,2024-02-04
1610,A243637392,10,226080,2024-02-11
1611,K984183351,4,253012,2024-05-26
1612,V680613595,27,1780299,2024-06-23
1613,D243680166,1,85090,2024-08-08
1614,Y182660926,2,124762,2024-01-23
1615,X547437075,15,33285,2024-05-20
1616,E084008933,11,662090,2024-12-30
1617,G016433991,29,473135,2024-02-29
1618,E650113547,2,95466,2024-11-20
1619,P461233551,17,734774,2024-09-01
1620,A659737920,14,261884,2024-09-07
1621,I031696937,4,178092,2024-11-22
1622,A444700900,10,967280,2024-04-12
1623,M367281019,5,11725,2024-05-23
1624,W352418999,18,559872,2024-03-01
1625,J643585567,3,219498,2024-06-28
1626,S027552319,1,45747,2024-07-10
1627,P897836561,10,719040,2024-05-10
1628,I966527332,4,300192,2024-01-21
1629,R308840841,6,476532,2024-05-29
1630,Y601963332,28,1507940,2024-06-12
1631,Q112016639,29,904916,2024-10-06
1632,V230132362,24,1243704,2024-12-17
1633,P008456631,28,331520,2024-10-19
1634,P335043999,27,1023813,2024-03-30
1635,W681083986,2,168248,2024-06-20
1636,Q837297985,12,89304,2024-05-03
1637,B777474272,13,727961,2024-10-12
1638,W702123429,2,94080,2024-05-22
1639,B289673893,12,625668,2024-05-19
1640,W706567633,24,458760,2024-08-22
1641,R232083239,9,684531,2024-11-15
1642,H571457057,25,1286825,2024-02-05
1643,U427773141,3,105573,2024-10-16
1644,H557805714,9,663786,2024-06-17
1645,P388460254,10,844030,2024-12-22
1646,C647998314,19,1594765,2024-09-19
1647,F987013276,6,177594,2024-12-14
1648,Q549170856,7,152782,2024-11-13
1649,L440506770,1,34781,2024-12-06
1650,C237831319,28,147448,2024-09-19
1651,H529868855,27,2575449,2024-06-14
1652,H214226296,17,1285217,2024-07-13
1653,D295292814,12,152784,2024-10-25
1654,U951547738,21,1256283,2024-06-06
1655,Q753858224,16,1394672,2024-05-29
1656,H618072743,10,287680,2024-03-14
1657,L708776341,8,162528,2024-11-13
1658,B514121037,21,2048907,2024-09-21
1659,F377737243,3,175506,2024-02-26
1660,O663336224,16,677648,2024-10-17
1661,J430982474,30,967230,2024-03-29
1662,A243637392,17,384336,2024-07-23
1663,C087693814,17,634066,2024-08-15
1664,C081665282,21,2079882,2024-02-15
1665,I966527332,24,1801152,2024-07-28
1666,H937158201,18,89712,2024-06-09
1667,E755360650,14,591192,2024-07-18
1668,Q864662250,8,736504,2024-08-20
1669,V798707875,30,543060,2024-11-10
1670,X592842496,7,262269,2024-05-16
1671,H361190830,25,1291975,2024-10-22
1672,N883254755,24,2286192,2024-03-13
1673,S013501024,3,6375,2024-01-14
1674,K941882496,2,59710,2024-08-03
1675,B276416584,6,294402,2024-11-06
1676,B697489945,6,197910,2024-01-30
1677,Y977661223,14,1069642,2024-11-09
1678,W976725699,8,556168,2024-10-23
1679,C214564354,8,233840,2024-10-17
1680,E962969762,9,439218,2024-02-01
1681,G440036261,27,1728162,2024-04-15
1682,B198396987,24,886248,2024-01-04
1683,H957734696,24,587328,2024-12-11
1684,P536025382,12,176988,2024-07-19
1685,D295292814,2,25464,2024-10-22
1686,T338673690,1,2883,2024-12-03
1687,Y531854286,30,2712180,2024-06-09
1688,S720565277,28,1770748,2024-09-01
1689,P024096291,4,93496,2024-08-21
1690,K727769927,30,389280,2024-03-01
1691,B970071055,30,2282880,2024-09-22
1692,F987013276,17,503183,2024-12-07
1693,A659737920,25,467650,2024-11-20
1694,Z283537233,19,212914,2024-11-27
1695,P592625225,23,1722125,2024-12-14
1696,Y296258282,21,1986600,2024-01-13
1697,W483516717,30,1857810,2024-03-08
1698,P391192927,12,843840,2024-08-22
1699,B095323082,15,371685,2024-05-03
1700,U750243814,10,881920,2024-05-08
1701,L424845602,21,820764,2024-08-17
1702,G373221450,24,649032,2024-11-04
1703,S027552319,5,228735,2024-01-29
1704,V013851683,10,748690,2024-05-19
1705,U112516740,12,849612,2024-01-15
1706,X841782720,3,277605,2024-09-23
1707,Z544596065,3,105423,2024-03-23
1708,Y269781051,24,1740384,2024-05-11
1709,M367281019,29,68005,2024-09-11
1710,H957734696,20,489440,2024-04-15
1711,V982691755,4,10540,2024-12-30
1712,H126863580,8,285712,2024-06-15
1713,J584027212,30,1423980,2024-04-11
1714,O126363356,17,229891,2024-11-19
1715,I042029649,21,1896930,2024-10-18
1716,U449146077,22,2063226,2024-08-25
1717,Z900456153,16,918384,2024-09-22
1718,C985836169,23,313306,2024-07-26
1719,Y492161934,10,466220,2024-06-08
1720,K098038286,19,123557,2024-10-04
1721,P494002797,29,2348623,2024-11-03
1722,S204785497,3,70284,2024-10-05
1723,T832737926,12,1016328,2024-03-16
1724,G356830747,12,827016,2024-07-04
1725,C647821765,27,2277450,2024-01-14
1726,I858092019,25,1761925,2024-07-12
1727,A503624634,2,40610,2024-09-25
1728,T186807809,2,80150,2024-02-28
1729,S426674954,18,513738,2024-06-12
1730,G263512451,12,967392,2024-01-02
1731,G362341523,9,104175,2024-01-24
1732,C670209583,13,921583,2024-11-25
1733,O934751683,2,83518,2024-01-02
1734,Z128252466,21,851529,2024-02-04
1735,Y636652899,27,1314954,2024-06-14
1736,A503624634,15,304575,2024-12-13
1737,A580579654,11,316448,2024-02-14
1738,N490876449,5,376560,2024-05-15
1739,H596256921,4,102492,2024-11-27
1740,E608115249,23,348036,2024-04-28
1741,L435805178,12,186948,2024-08-09
1742,C303397977,19,158327,2024-01-12
1743,T394178361,16,277600,2024-05-10
1744,W747843191,19,552824,2024-08-02
1745,B777474272,18,1007946,2024-12-27
1746,T395317199,19,149777,2024-04-19
1747,E455667323,16,576944,2024-03-13
1748,H508104329,10,120490,2024-07-28
1749,A204540573,29,2131065,2024-02-23
1750,M367281019,17,39865,2024-05-13
1751,V879895006,28,1714160,2024-05-29
1752,F480006937,8,660632,2024-06-05
1753,P926378923,1,66750,2024-07-07
1754,I287499056,4,343420,2024-11-01
1755,F173852994,7,672077,2024-10-26
1756,O903560195,8,445736,2024-04-05
1757,V474393583,25,719825,2024-11-11
1758,G142738053,7,407911,2024-04-25
1759,I856285533,25,2401000,2024-12-06
1760,X536101175,15,118680,2024-10-03
1761,N769705221,3,86739,2024-06-14
1762,B045852184,11,781385,2024-01-21
1763,X592842496,1,37467,2024-10-13
1764,W245969928,20,1213980,2024-05-07
1765,Q850678922,8,655632,2024-02-21
1766,C894196951,29,2890459,2024-09-17
1767,X331394143,17,426581,2024-01-02
1768,H220824678,9,732978,2024-02-07
1769,D035741442,21,1903125,2024-11-17
1770,G516987560,21,2084901,2024-08-28
1771,A723048111,14,470050,2024-08-26
1772,D526812125,15,74310,2024-05-22
1773,S864116125,28,702940,2024-07-08
1774,V798707875,24,434448,2024-11-08
1775,E286975003,12,732672,2024-09-22
1776,Y097038117,26,737386,2024-04-16
1777,T534927324,4,204852,2024-06-14
1778,O787758959,5,365925,2024-07-03
1779,X880159119,9,717561,2024-07-25
1780,C907353087,26,2516358,2024-01-05
1781,K250056740,2,106800,2024-10-05
1782,K335342868,6,382086,2024-09-16
1783,D636790778,9,262503,2024-06-12
1784,G065805243,28,1333108,2024-02-09
1785,C647821765,12,1012200,2024-05-14
1786,P926378923,9,600750,2024-12-05
1787,B783139563,20,1955100,2024-12-17
1788,F987013276,23,680777,2024-02-09
1789,C081665282,11,1089462,2024-03-03
1790,W851494912,20,1006400,2024-10-02
1791,N954067387,3,41394,2024-11-23
1792,Q979647062,6,138738,2024-03-12
1793,N551986542,16,1279520,2024-01-02
1794,C695876719,4,42184,2024-11-11
1795,L491814633,14,1149400,2024-01-22
1796,L424845602,27,1055268,2024-11-17
1797,R157835570,1,73149,2024-03-18
1798,U124232076,6,295578,2024-10-05
1799,C687774164,27,1831869,2024-06-29
1800,X880159119,30,2391870,2024-03-15
1801,K157947778,30,2967690,2024-02-26
1802,K436483658,28,916104,2024-02-01
1803,K525466793,23,2287074,2024-08-01
1804,P008456631,8,94720,2024-06-01
1805,E306830715,9,322803,2024-09-10
1806,T273879949,19,769386,2024-01-01
1807,J487303391,20,400440,2024-08-21
1808,J699515866,6,504996,2024-09-19
1809,T037773970,11,54791,2024-11-08
1810,G994569414,30,2779200,2024-03-18
1811,F704711829,21,1227765,2024-04-11
1812,W311612598,16,1132160,2024-10-23
1813,Y964414601,24,1161336,2024-12-15
1814,H850272407,10,509610,2024-02-11
1815,F294229612,11,651101,2024-11-15
1816,O284087669,25,1088350,2024-10-23
1817,P969062313,14,1262408,2024-08-17
1818,H571457057,14,720622,2024-06-25
1819,R535609618,20,331960,2024-01-18
1820,H341927508,14,441952,2024-12-14
1821,R999448986,28,463484,2024-04-02
1822,W536888744,6,180258,2024-12-14
1823,D747181561,9,773406,2024-09-12
1824,M454765384,15,1279800,2024-06-06
1825,H905617007,2,153224,2024-03-01
1826,Y269781051,13,942708,2024-08-12
1827,X804421918,28,717136,2024-06-07
1828,P500381193,17,242420,2024-10-01
1829,O106473515,1,18284,2024-07-27
1830,U388651110,16,1085008,2024-09-24
1831,C120654890,8,610696,2024-06-11
1832,O956865816,21,465360,2024-01-20
1833,D329619475,2,16656,2024-10-20
1834,N979782390,12,1006128,2024-02-10
1835,L178691740,6,364602,2024-10-20
1836,S027552319,16,731952,2024-01-10
1837,F313597919,3,266169,2024-09-13
1838,R243342353,4,7736,2024-03-28
1839,H866453209,11,577489,2024-01-30
1840,D825382288,22,1325016,2024-10-13
1841,H220824678,11,895862,2024-08-08
1842,E018566127,7,371875,2024-04-13
1843,V798707875,7,126714,2024-06-28
1844,P536025382,15,221235,2024-05-17
1845,P593405810,2,113732,2024-04-02
1846,P846901913,6,477936,2024-05-26
1847,P569221521,18,963738,2024-10-04
1848,V549103886,12,796872,2024-05-15
1849,V981564839,16,1582208,2024-01-27
1850,P511871292,24,1690344,2024-11-19
1851,I856285533,27,2593080,2024-03-05
1852,C985836169,27,367794,2024-04-11
1853,H557805714,14,1032556,2024-09-10
1854,Y067158542,24,124344,2024-09-20
1855,R025095305,12,106380,2024-10-02
1856,G661171237,21,748041,2024-11-13
1857,I742402077,29,2261217,2024-03-21
1858,I519074181,30,1636920,2024-02-21
1859,N019674271,1,19776,2024-06-16
1860,S707572184,16,1285200,2024-08-11
1861,P592625225,14,1048250,2024-10-22
1862,B926164119,26,2253316,2024-10-01
1863,N954067387,5,68990,2024-12-30
1864,Z190319137,8,724608,2024-05-04
1865,P793665209,15,1304235,2024-10-15
1866,Z545966983,13,828321,2024-12-05
1867,H125481266,3,29541,2024-08-03
1868,O458732744,3,205332,2024-08-15
1869,Y964414601,1,48389,2024-04-03
1870,G364907167,30,719550,2024-07-05
1871,D136469511,15,1410270,2024-06-20
1872,R999448986,24,397272,2024-03-29
1873,V879895006,19,1163180,2024-01-16
1874,N588786186,25,2089125,2024-08-20
1875,A503624634,1,20305,2024-06-19
1876,E599401013,30,2424000,2024-08-17
1877,U112516740,1,70801,2024-09-21
1878,L452429983,3,98718,2024-09-02
1879,K849117844,7,435498,2024-08-29
1880,B170298237,2,89918,2024-02-16
1881,O663336224,6,254118,2024-05-14
1882,X612165920,1,4406,2024-03-18
1883,P631422045,6,165678,2024-11-14
1884,M929043723,9,672426,2024-05-02
1885,J695996090,30,1750530,2024-08-12
1886,O582777586,15,329910,2024-03-29
1887,X333735463,19,1278396,2024-09-19
1888,S603369221,26,803452,2024-03-01
1889,L440506770,8,278248,2024-01-17
1890,Y579409230,29,2559395,2024-06-28
1891,P216361151,13,293813,2024-07-10
1892,X581279438,13,963365,2024-07-21
1893,S493682362,9,306909,2024-01-26
1894,Z488013552,21,666813,2024-05-08
1895,T956573261,4,217492,2024-10-11
1896,D064426196,18,1130040,2024-01-20
1897,P829129866,28,2757748,2024-08-26
1898,D566525219,28,1519448,2024-11-08
1899,P591207427,7,406126,2024-03-19
1900,S158738394,5,334605,2024-10-21
1901,N335389271,27,2504385,2024-01-24
1902,A452880887,25,327925,2024-01-08
1903,U288325031,17,1323433,2024-07-04
1904,U449146077,11,1031613,2024-08-30
1905,V879895006,12,734640,2024-10-22
1906,M107246804,27,522126,2024-12-17
1907,T256482670,3,122001,2024-06-22
1908,O271584345,9,867087,2024-01-06
1909,N795332614,10,172920,2024-05-15
1910,F377737243,6,351012,2024-06-26
1911,R308840841,16,1270752,2024-10-12
1912,K044004460,15,958980,2024-03-25
1913,B926164119,25,2166650,2024-09-29
1914,C501309417,29,938933,2024-09-11
1915,M194680066,13,230984,2024-02-26
1916,J119544197,4,342240,2024-02-06
1917,S082131198,7,691117,2024-12-15
1918,C270043103,7,633479,2024-03-22
1919,V145978884,16,239888,2024-03-25
1920,B405089269,18,1727280,2024-02-22
1921,H937158201,3,14952,2024-07-24
1922,Y067158542,8,41448,2024-07-21
1923,Z156770438,12,33396,2024-12-23
1924,V115176557,2,171010,2024-06-29
1925,M425445185,17,844237,2024-04-28
1926,L144390657,10,415310,2024-01-04
1927,P224250726,19,1652905,2024-04-15
1928,A382490538,4,267752,2024-04-09
1929,W426789524,14,599998,2024-07-25
1930,L178691740,5,303835,2024-08-26
1931,K499925090,6,557838,2024-05-23
1932,W963859315,16,1464208,2024-06-24
1933,B384903275,2,109542,2024-08-15
1934,C270043103,22,1990934,2024-07-14
1935,I031696937,26,1157598,2024-07-13
1936,M387720089,15,1465065,2024-07-08
1937,H905617007,22,1685464,2024-02-24
1938,R549345070,8,220104,2024-07-23
1939,I858092019,29,2043833,2024-06-23
1940,M529694219,26,1756508,2024-06-16
1941,S906740796,17,163013,2024-04-27
1942,Q878145912,24,311136,2024-09-30
1943,H433910994,5,400830,2024-01-20
1944,N954067387,6,82788,2024-08-18
1945,U811815132,24,777720,2024-03-16
1946,C661008057,7,446803,2024-03-17
1947,M926037407,10,310010,2024-09-03
1948,G324648022,25,1775025,2024-08-04
1949,H254115758,29,1626987,2024-04-29
1950,J560658148,16,602544,2024-01-29
1951,P024096291,16,373984,2024-09-22
1952,B484257659,26,730132,2024-11-07
1953,S158738394,29,1940709,2024-06-02
1954,V642001892,7,694771,2024-08-27
1955,Z454157415,10,987110,2024-08-19
1956,Q850678922,16,1311264,2024-06-24
1957,Z742478223,28,31444,2024-08-11
1958,F073599766,17,892177,2024-10-27
1959,O450804669,5,192950,2024-05-16
1960,P222000440,20,453900,2024-05-22
1961,V981564839,10,988880,2024-10-21
1962,W536888744,21,630903,2024-07-03
1963,P070368244,20,1937180,2024-01-06
1964,Q276883096,13,534235,2024-06-04
1965,Q707393868,30,2101710,2024-02-22
1966,O154986055,12,1130796,2024-06-14
1967,G123356987,7,248668,2024-05-21
1968,J714877994,28,1218252,2024-09-22
1969,F573128915,24,752328,2024-07-17
1970,S158738394,18,1204578,2024-09-07
1971,S864116125,22,552310,2024-12-20
1972,L349083906,13,84292,2024-06-30
1973,D747892885,30,2768700,2024-01-04
1974,G791421681,9,780264,2024-09-17
1975,W319274254,10,955250,2024-10-11
1976,A844092346,28,283528,2024-10-30
1977,V178697294,15,270495,2024-09-24
1978,U750243814,7,617344,2024-06-13
1979,K157947778,25,2473075,2024-11-25
1980,Q276883096,8,328760,2024-07-14
1981,P223050040,13,60996,2024-07-03
1982,O663336224,27,1143531,2024-03-28
1983,L297770115,8,12680,2024-07-16
1984,V287532763,1,73934,2024-08-10
1985,W775903896,22,334092,2024-12-24
1986,T856630757,1,4935,2024-07-14
1987,D104907146,3,49983,2024-09-27
1988,I977809955,8,382920,2024-03-02
1989,P179720257,30,2910690,2024-05-13
1990,P223050040,14,65688,2024-01-30
1991,Y692860867,9,684801,2024-06-07
1992,O482969425,26,1075178,2024-09-13
1993,H194276166,12,1186800,2024-07-23
1994,Y937472721,7,179774,2024-12-08
1995,J487303391,9,180198,2024-07-25
1996,L625837335,20,97260,2024-02-29
1997,Y052029588,29,798312,2024-05-19
1998,W245969928,23,1396077,2024-05-01
1999,N045002927,19,1635805,2024-08-26
2000,K038228761,12,762984,2024-05-23
2001,W426789524,22,942854,2024-06-20
2002,F084223066,2,57408,2024-03-26
2003,Y342036938,21,1771308,2024-06-18
2004,Z012094881,23,361629,2024-05-25
2005,K941882496,8,238840,2024-10-23
2006,S668098910,3,55350,2024-08-22
2007,E018566127,7,371875,2024-05-20
2008,Z488013552,13,412789,2024-12-23
2009,C122385066,28,2606100,2024-03-04
2010,O630529849,25,2497400,2024-09-17
2011,L682245013,29,588062,2024-05-30
2012,R776416412,26,2188368,2024-06-15
2013,G901807390,2,175832,2024-05-21
2014,J584027212,13,617058,2024-01-07
2015,I019914614,30,185640,2024-12-20
2016,Q009275024,18,1593684,2024-11-29
2017,P846901913,10,796560,2024-02-01
2018,A838680227,17,711892,2024-01-03
2019,A204540573,26,1910610,2024-09-01
2020,G679706104,5,172135,2024-03-04
2021,X754687395,12,1047336,2024-10-06
2022,C214564354,8,233840,2024-02-21
2023,C695876719,9,94914,2024-01-02
2024,V982691755,5,13175,2024-06-30
2025,K776229452,27,1640358,2024-03-14
2026,D027734551,8,787000,2024-09-25
2027,N147457289,5,278480,2024-07-20
2028,L792975340,9,177435,2024-04-22
2029,Q653675753,12,892692,2024-10-30
2030,E054956624,14,651728,2024-06-07
2031,O883081970,20,135920,2024-10-06
2032,F582803310,18,1269144,2021-01-20
2033,Q429923717,21,1394967,2021-08-10
2034,C633404888,25,461900,2021-11-30
2035,C647821765,11,927850,2021-08-09
2036,T188620217,26,1669278,2021-04-26
2037,H957734696,30,734160,2021-09-09
2038,E499740364,7,559195,2021-12-29
2039,G940289043,10,702620,2021-06-18
2040,Y087442545,22,1976700,2021-12-23
2041,W747843191,30,872880,2021-04-03
2042,B926164119,10,866660,2021-06-09
2043,M926037407,17,527017,2021-09-02
2044,Q955787248,9,296289,2021-06-06
2045,C304398698,30,1441380,2021-04-20
2046,Q429923717,12,797124,2021-11-23
2047,P536025382,30,442470,2021-09-16
2048,B929855657,11,485452,2021-07-09
2049,P024096291,21,490854,2021-03-02
2050,K849117844,12,746568,2021-08-07
2051,P758063670,9,802908,2021-12-18
2052,L527089852,6,455898,2021-03-17
2053,C713131951,13,1097720,2021-06-03
2054,I856285533,7,672280,2021-08-12
2055,C303397977,13,108329,2021-06-04
2056,P631422045,3,82839,2021-10-03
2057,T338673690,20,57660,2021-07-08
2058,H669884465,16,500928,2021-07-28
2059,S834123388,29,1965301,2021-12-07
2060,R063315992,23,487715,2021-01-22
2061,C380984978,23,907051,2021-09-25
2062,C380371093,3,80907,2021-09-14
2063,B053739247,27,1075869,2021-11-07
2064,V758356688,30,1218840,2021-10-28
2065,T856630757,19,93765,2021-10-28
2066,R232083239,22,1673298,2021-03-04
2067,L776796466,28,715876,2021-03-21
2068,R549345070,17,467721,2021-07-12
2069,L597122875,5,444720,2021-06-22
2070,A606895442,5,146005,2021-07-02
2071,X696305223,30,2636910,2021-09-08
2072,F377737243,15,877530,2021-06-21
2073,F983336578,16,1555024,2021-07-06
2074,G328694289,13,663793,2021-06-09
2075,A327295656,2,193482,2021-10-28
2076,G940289043,25,1756550,2021-03-02
2077,V145978884,22,329846,2021-02-10
2078,H618072743,29,834272,2021-12-06
2079,S629510692,21,848358,2021-02-08
2080,C486762080,23,1983520,2021-11-04
2081,H797052807,7,173201,2021-12-11
2082,L132949567,6,285246,2021-07-09
2083,P846901913,20,1593120,2021-10-12
2084,K432300765,8,66288,2021-02-06
2085,B697489945,2,65970,2021-05-28
2086,B970071055,30,2282880,2021-02-11
2087,A228947734,27,1511055,2021-07-22
2088,G255857757,13,731094,2021-09-19
2089,K967283819,29,602736,2021-11-27
2090,C380371093,24,647256,2021-02-06
2091,K675118973,27,190782,2021-11-10
2092,E619219917,24,675288,2021-06-13
2093,D526812125,5,24770,2021-08-12
